timestamp,emg_ch1,emg_ch2,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1709915438.445223,-0.5100419102718937,-0.7054236601846764,139.4214235701651,139.81310804834905,148.33156139445754,191.38686446780926,185.84804839406593,205.70012962696234,1.0126929674099487,1.1020926243567755,1.5404312668463611
1709915438.6460412,-0.3309926861166286,-0.5917685406476337,134.8166545286017,142.47028105137713,131.65672172934322,183.51675507827667,191.7919523871134,191.1451675507827,0.6545916795069335,1.0031741140215718,1.6320650294015906
1709915438.8458662,0.05445988533487482,-0.2777155781660628,126.458740234375,121.11808268229167,139.669921875,198.73074253990282,208.3046495489244,213.90712468193385,-1.7637465564738288,-0.3835812672176308,-0.40545763760049436
1709915439.0456347,0.5293771593596199,0.18237537876265394,144.5465617629717,151.63235185731133,129.02146594929246,187.72922367852513,186.60967881319317,179.78971626098232,0.643927958833619,0.6819210977701545,-0.5386792452830189
1709915439.2454526,0.9280589297989138,0.7008236927254153,143.98543901585822,149.26057456856344,139.76897009095148,219.33621966503358,220.02609091944856,216.05332118035776,-0.4915468113975575,-0.4573948439620083,-0.7690070057873891
1709915439.4452612,1.1056707174595954,1.178267718401513,148.47161347987287,137.08789890095338,141.75110070180085,189.91163151766065,209.72583775391385,208.15603570966488,1.005300462249615,1.1397226502311248,-0.7162746454514007
1709915439.6461713,1.0033622857191073,1.5245205022559258,135.38519694010418,130.42794596354167,122.65955403645833,189.19681933842242,174.62264631043257,184.4706106870228,0.33856060606060595,-1.4322727272727271,0.29005102040816344
1709915439.845029,0.6592509170552039,1.6817955397130164,125.43907620614036,131.4996487801535,131.56579804002192,175.79657158162576,195.52417302798986,172.139279496451,-1.3517862838915462,0.038133971291865805,0.423845327604726
1709915440.0460508,0.17626819727983295,1.6477234018372582,131.67412109375,126.06318359375,132.74140625,203.0546842470506,197.88230395558637,184.73185287994443,0.4447438016528923,0.5645785123966941,-1.138905380333952
1709915440.2459166,-0.319712999633485,1.4759558179298593,117.26749674479167,124.792724609375,122.34375,179.7473976405274,186.23317140874389,171.57610455702056,0.8165426997245181,0.519421487603306,0.2763141620284476
1709915440.4457388,-0.7213400939104083,1.2475472380193073,132.00941553655662,140.92198555424528,146.8603884139151,202.62177732968453,176.90349992798497,181.54587354169666,0.0012178387650085413,1.6949399656946829,2.4628032345013486
1709915440.6453855,-0.9687406866884147,1.0351844973927675,127.20796966552734,140.79767608642578,144.37952423095703,209.12631202290075,214.8327767175572,208.28196564885494,-0.20507102272727284,0.15376420454545464,-0.11352040816326536
1709915440.8460996,-1.0500865938470607,0.8789087468460047,141.69967215401786,137.11400495256697,133.41667829241072,197.65076335877862,198.35441657579062,193.44329334787352,-1.234188311688312,-0.9960064935064937,-0.7043731778425658
1709915441.0459316,-0.9942466434954181,0.7819719026610276,161.52032829733457,154.81886201746323,144.52184340533088,191.5967669510552,183.25987876066458,190.16647956892683,-0.5991443850267378,0.15517379679144386,-0.004996998799520114
1709915441.2457707,-0.867206126059291,0.720310191948596,144.86690190153303,140.76673054245282,143.65121056898585,202.34495174996394,206.61760046089577,208.58490566037736,-0.3478730703259007,1.2021612349914244,-1.0835194455140549
1709915441.4456182,-0.7481460988823595,0.6502311377964914,145.83528645833334,135.4017578125,138.97783203125,206.00610687022902,197.41844783715013,206.25394402035627,0.9844848484848487,-0.6531363636363634,-1.1833673469387755
1709915441.645446,-0.6966168829475112,0.5165670919471509,127.95419921875,137.19013671875,127.05302734375,187.4079111727966,197.9675225537821,185.54420541290773,-0.3019834710743803,-0.23241322314049584,0.115621521335807
1709915441.8454075,-0.7311129470213461,0.2735307752785811,111.58015950520833,110.20418294270833,119.17415364583333,168.99803377284294,191.15567892667133,195.97501734906322,0.8461157024793391,-0.014944903581267325,-1.4104050711193563
1709915442.0452697,-0.8180498902004276,-0.08965381450529941,123.00751139322917,124.76743977864584,138.27896321614583,198.3748091603053,206.83295165394404,201.6127226463104,-1.0257424242424242,-0.7850000000000003,-0.7472108843537413
1709915442.2461298,-0.8891248565932716,-0.5483835249904416,136.28369140625,146.96572265625,141.186640625,193.61984732824422,160.54564885496183,169.56473282442752,-0.471181818181818,0.6170181818181827,0.4136938775510196
1709915442.4459584,-0.8745155753077951,-1.0626279448282896,133.31783571105072,138.00314198369566,153.60897163722825,195.60769996681051,212.46985285982961,194.71611903971683,0.27472990777338613,0.3381818181818181,1.2730848861283643
1709915442.6457613,-0.7227140312302415,-1.579857343383412,139.65154925847457,141.401706501589,141.0939155190678,199.54172596713673,184.03907361883807,193.66295769181002,-0.14439137134052352,-0.06790446841294301,-0.4482531995849188
1709915442.8455641,-0.42261003602145547,-2.0307664217412573,132.63752948113208,140.96383954893867,145.23010944870282,191.8447357050267,205.9145902347689,202.3822555091459,-1.0600686106346482,-0.3219897084048026,0.6343280708509819
1709915443.045408,-0.025216499467893325,-2.351283621617691,146.70698023554104,145.32372318097015,124.84013526119404,184.32721886749457,186.38373020394215,189.13182180699556,-0.028263229308005584,0.9725237449118044,-1.115641181845873
1709915443.2452297,0.36968868606335087,-2.515887736419644,143.36907441737287,140.1692680746822,121.90408997616525,197.38103247509378,177.5289170655971,186.84551688446115,0.346070878274268,-0.9982434514637899,-1.211604980975442
1709915443.4460862,0.6603468146993443,-2.544239133151402,150.415234375,142.38232421875,137.45966796875,209.69729354614847,213.69063150589864,207.86925746009723,-0.07809917355371905,0.35348760330578505,-0.9128571428571423
1709915443.6457925,0.7873871888767889,-2.48321262404886,112.33863397854478,120.79161322294776,140.3852830573694,198.41665717215443,223.87239375640883,228.3613991113136,-1.711831750339213,-1.8825373134328354,-0.438836430094426
1709915443.8455775,0.7560558529733734,-2.384364151686017,126.51767578125,131.83076171875,125.4169921875,184.78667591950037,187.50076335877864,177.48521859819567,-0.32272727272727275,0.03798347107438021,0.5252133580705006
1709915444.045284,0.6332316620142646,-2.2712454776921027,148.5157510080645,144.0539314516129,145.99679466985887,190.99125831076086,189.4393006648608,187.98214725437083,0.14574780058651035,-0.32491202346041087,1.0863890717577351
1709915444.2451258,0.5148436502754123,-2.112839077914995,126.92319421600877,136.75446306195175,136.10936643366227,198.65689031739652,198.56207312173558,180.17677782241861,-0.6955342902711322,0.007671451355661707,1.3383100608664515
1709915444.445816,0.48641986266495907,-1.8408447033401059,134.30054498487902,132.76493195564515,135.00649729082662,191.10563900517104,179.51649839940904,169.36013297217434,1.0587976539589445,1.4055278592375366,2.00600724160632
1709915444.6454902,0.60304208641619,-1.3959594904014903,131.7817014298349,148.16475346403303,142.3938679245283,207.3383263718853,205.39579432521955,191.9550626530318,-0.4534819897084051,-0.726483704974271,-0.5328840970350401
1709915444.845246,0.8701180840906576,-0.7632926879057101,128.88972981770834,122.76749674479167,130.39412434895834,180.3372657876474,177.00023132084198,185.86907240342347,-0.05681818181818203,0.21297520661157038,-0.36405380333951703
1709915445.0460777,1.2176364472660357,0.009458730340312315,130.87283423639113,132.57295866935485,134.68873645413308,209.4995075104653,215.5504801772961,223.5753508987934,-0.7756598240469204,0.10109970674486803,-0.32870309414088245
1709915445.2458582,1.5057429782172438,0.8152949165787869,144.62226733826753,139.99964021381578,139.29395387883773,195.909334404714,209.12535154680603,211.70389714744877,-0.5877830940988835,0.09948963317384364,-0.8827604726100964
1709915445.4457655,1.5831012195446912,1.5257479026869953,148.60518315153303,149.77932451356133,124.15870061910377,191.88477603341497,184.50108022468675,200.8576984012675,1.0831732418524875,-0.24334476843910804,0.00017327685791316503
1709915445.645468,1.3602769698649206,2.040682369065941,142.19354051159274,135.02659557711692,151.77253969254033,217.258064516129,207.2494459492736,204.34634326520552,0.07165689149560113,0.7363049853372432,0.07799539170506894
1709915445.8452249,0.8464887291903535,2.3132130106852378,124.76796875,112.7556640625,121.3607421875,190.33129770992372,202.50062456627344,195.95405968077725,0.4684132231404962,-0.3863140495867769,-0.804972170686456
1709915446.04604,0.14194731596959007,2.3471292595960964,140.50740559895834,147.56534830729166,139.732666015625,189.55123756650477,190.70911404117516,180.2276197085357,0.5063498622589532,0.41632231404958664,0.35681818181818187
1709915446.2457447,-0.6035371705528546,2.181684169718765,122.996142578125,128.47447916666667,131.631787109375,179.2089058524173,186.96933842239181,174.37900763358772,-0.7275909090909091,-0.7028484848484847,0.09078231292516989
1709915446.4454677,-1.2437176867267472,1.874646419388301,134.33550449587264,132.27817290683961,143.99546727594338,216.30923232032262,184.28503528733972,197.79432521964566,0.8381132075471697,0.8267066895368782,1.7206777050442814
1709915446.6453912,-1.6663644861064448,1.4931821845379618,122.83749389648438,130.75171661376953,133.1696319580078,176.19167461832063,174.575143129771,187.99582538167937,0.9248011363636368,0.9716619318181817,1.031919642857143
1709915446.8456073,-1.8099203069643954,1.105692494717132,136.03994140625,146.1443359375,141.48203125,196.61429562803602,190.62012491325464,195.36099930603746,-1.9228595041322318,-0.033685950413223316,0.7438775510204081
