emg_raw_mav_ch1,emg_raw_mav_ch2,emg_raw_rms_ch1,emg_raw_rms_ch2,emg_raw_sd_ch1,emg_raw_sd_ch2,emg_raw_wl_ch1,emg_raw_wl_ch2,raw_coeff_1,raw_coeff_2,raw_coeff_3,raw_coeff_4,raw_coeff_5,raw_coeff_6,raw_coeff_7,raw_coeff_8,emg_filtered_mav_ch1,emg_filtered_mav_ch2,emg_filtered_rms_ch1,emg_filtered_rms_ch2,emg_filtered_sd_ch1,emg_filtered_sd_ch2,emg_filtered_wl_ch1,emg_filtered_wl_ch2,filtered_coeff_1,filtered_coeff_2,filtered_coeff_3,filtered_coeff_4,filtered_coeff_5,filtered_coeff_6,filtered_coeff_7,filtered_coeff_8,acc_mav_x,acc_mav_y,acc_mav_z,acc_rms_x,acc_rms_y,acc_rms_z,acc_sd_x,acc_sd_y,acc_sd_z,state
0.17199604213237762, 0.6658289432525635, 0.17200911045074463, 0.665829062461853, 0.0021207628306001425, 0.00032730563543736935, 0.03593460097908974, 0.017245082184672356, -0.48851141333580017, -0.4888574779033661, -0.48999544978141785, -0.4901224970817566, 1.8835628032684326, 1.8838082551956177, 1.8838285207748413, 1.8839598894119263, 0.005483303219079971, 0.002629204886034131, 0.006780971307307482, 0.0033030170015990734, 0.00677387323230505, 0.003299751551821828, 0.0, 0.0, -0.044184137135744095, -0.044184137135744095, -0.044184137135744095, -0.044184137135744095, 0.021045302972197533, 0.021045302972197533, 0.021045302972197533, 0.021045302972197533, 4.136272430419922, 9.045075416564941, 2.1212379932403564, 4.140092849731445, 9.045495986938477, 2.129664421081543, 0.1778162568807602, 0.0872039794921875, 0.18926066160202026, 'flexion_heavy_vertical'
0.1735045611858368, 0.6659229397773743, 0.17352177202701569, 0.6659234166145325, 0.002444598125293851, 0.0008277790038846433, 0.1583009660243988, 0.05293727666139603, -0.49356988072395325, -0.4951934516429901, -0.5000605583190918, -0.5028705596923828, 1.8846262693405151, 1.8847111463546753, 1.8851569890975952, 1.886076807975769, 0.0032505097333341837, 0.001489655813202262, 0.0041490881703794, 0.00177902658469975, 0.004098343197256327, 0.0017394491005688906, 0.0, 0.0, -0.03235957399010658, -0.03235957399010658, -0.03235957399010658, -0.03235957399010658, 0.012516076676547527, 0.012516076676547527, 0.012516076676547527, 0.012516076676547527, 4.315307140350342, 8.866105079650879, 2.8108251094818115, 4.325705051422119, 8.871137619018555, 2.9061622619628906, 0.2997480630874634, 0.2987627685070038, 0.7382683753967285, 'flexion_heavy_vertical'
0.17742563784122467, 0.6661895513534546, 0.17750881612300873, 0.6661903858184814, 0.005433278623968363, 0.0010624920250847936, 0.34854379296302795, 0.09582560509443283, -0.5118287801742554, -0.5135785937309265, -0.5165480971336365, -0.516830325126648, 1.884911298751831, 1.8853694200515747, 1.885969877243042, 1.8859721422195435, 0.0041329930536448956, 0.0022284153383225203, 0.005362717434763908, 0.002594867954030633, 0.005361379124224186, 0.0025894681457430124, 0.0, 0.0, 0.04372314363718033, 0.04372314363718033, 0.04372314363718033, 0.04372314363718033, -0.013847402296960354, -0.013847402296960354, -0.013847402296960354, -0.013847402296960354, 4.930717945098877, 8.068053245544434, 4.216384410858154, 4.96028470993042, 8.099987030029297, 4.313978672027588, 0.540780782699585, 0.7185474634170532, 0.9124221801757812, 'flexion_heavy_vertical'
0.18036314845085144, 0.665499210357666, 0.18048159778118134, 0.6655005812644958, 0.006537920329719782, 0.0013378298608586192, 0.5830833315849304, 0.10142704844474792, -0.5150843858718872, -0.5172086954116821, -0.5185545086860657, -0.5188032984733582, 1.8850377798080444, 1.8851441144943237, 1.8852142095565796, 1.8859758377075195, 0.005134631879627705, 0.0025135718751698732, 0.006401423364877701, 0.0027927441988140345, 0.006398584693670273, 0.0027912259101867676, 0.0, 0.0, 0.04954315349459648, 0.04954315349459648, 0.04954315349459648, 0.04954315349459648, -0.013847402296960354, -0.013847402296960354, -0.013847402296960354, -0.013847402296960354, 5.889103889465332, 6.82858419418335, 5.386275768280029, 5.915141582489014, 6.864574909210205, 5.4060750007629395, 0.5543988943099976, 0.7020190358161926, 0.4622555375099182, 'flexion_heavy_vertical'
0.1805824637413025, 0.665071427822113, 0.18079926073551178, 0.6650725603103638, 0.008851256221532822, 0.0012477831915020943, 0.8572216629981995, 0.10777175426483154, -0.5172594785690308, -0.5174225568771362, -0.5188498497009277, -0.5285412669181824, 1.8829898834228516, 1.883247971534729, 1.8854033946990967, 1.8865762948989868, 0.005695059429854155, 0.0016340467846021056, 0.006988524459302425, 0.0019771696534007788, 0.006969319190829992, 0.0019767533522099257, 0.0, 0.0, 0.04954315349459648, 0.04954315349459648, 0.04954315349459648, 0.04954315349459648, -0.012705208733677864, -0.012705208733677864, -0.012705208733677864, -0.012705208733677864, 6.9530463218688965, 5.170535087585449, 5.9672956466674805, 6.988079071044922, 5.3117499351501465, 5.972910404205322, 0.6988523602485657, 1.2166569232940674, 0.25892433524131775, 'flexion_heavy_vertical'
0.18036867678165436, 0.6664735674858093, 0.18077920377254486, 0.6664758920669556, 0.012176238000392914, 0.0017710060346871614, 1.119980812072754, 0.11744406074285507, -0.5230177044868469, -0.5293338894844055, -0.5413921475410461, -0.5606167316436768, 1.887123703956604, 1.8883631229400635, 1.8895848989486694, 1.8911187648773193, 0.0076648397371172905, 0.0011064904974773526, 0.009539272636175156, 0.001341119408607483, 0.009539223276078701, 0.001322419848293066, 0.0, 0.0, -0.06987352669239044, -0.06987352669239044, -0.06987352669239044, -0.06987352669239044, -0.008983311243355274, -0.008983311243355274, -0.008983311243355274, -0.008983311243355274, 8.05137825012207, 2.797163248062134, 6.101656436920166, 8.073982238769531, 3.187954902648926, 6.106164932250977, 0.603744626045227, 1.5293573141098022, 0.2346036583185196, 'extension_heavy_vertical'
0.178725466132164, 0.6676563620567322, 0.17918801307678223, 0.6676576733589172, 0.012866752222180367, 0.001297243870794773, 1.2529590129852295, 0.10738910734653473, -0.5192825794219971, -0.521399736404419, -0.5240179300308228, -0.5267961025238037, 1.8892489671707153, 1.889675498008728, 1.8901582956314087, 1.8909943103790283, 0.00814027152955532, 0.0012389894109219313, 0.010261393152177334, 0.0014744444051757455, 0.010258021764457226, 0.0014668236253783107, 0.0, 0.0, 0.07176686823368073, 0.07176686823368073, 0.07176686823368073, 0.07176686823368073, 0.01054740883409977, 0.01054740883409977, 0.01054740883409977, 0.01054740883409977, 8.622380256652832, 0.918977677822113, 5.972960948944092, 8.624428749084473, 1.2145501375198364, 5.977354049682617, 0.1879764050245285, 0.8020142316818237, 0.22912265360355377, 'extension_heavy_vertical'
0.17797228693962097, 0.6675793528556824, 0.17830069363117218, 0.6675799489021301, 0.010816715657711029, 0.0008909036405384541, 1.101433515548706, 0.07918354123830795, -0.5043347477912903, -0.5049397945404053, -0.5200305581092834, -0.5244256854057312, 1.8885066509246826, 1.8889726400375366, 1.8892477750778198, 1.89015531539917, 0.006929378025233746, 0.001317169051617384, 0.008764296770095825, 0.001568463514558971, 0.008759858086705208, 0.0015640209894627333, 0.0, 0.0, 0.07176686823368073, 0.07176686823368073, 0.07176686823368073, 0.07176686823368073, 0.01054740883409977, 0.01054740883409977, 0.01054740883409977, 0.01054740883409977, 8.556745529174805, 1.3555296659469604, 5.975721836090088, 8.559782028198242, 1.7595577239990234, 5.977013111114502, 0.22799305617809296, 1.1301383972167969, 0.1242387592792511, 'extension_heavy_vertical'
0.17976723611354828, 0.6673086881637573, 0.17996886372566223, 0.6673092246055603, 0.008516625501215458, 0.0008378150523640215, 0.7509865164756775, 0.0723319798707962, -0.5094243884086609, -0.5126010775566101, -0.5244222283363342, -0.525317907333374, 1.8882808685302734, 1.8883957862854004, 1.8883968591690063, 1.8885077238082886, 0.006041540764272213, 0.0010970995062962174, 0.007455166429281235, 0.0013150075683370233, 0.007455165963619947, 0.0013108436251059175, 0.0, 0.0, 0.05459200590848923, 0.05459200590848923, 0.05459200590848923, 0.05459200590848923, 0.009138884022831917, 0.009138884022831917, 0.009138884022831917, 0.009138884022831917, 8.052495002746582, 3.4308717250823975, 5.882008075714111, 8.065348625183105, 3.6542675495147705, 5.886343002319336, 0.4551580548286438, 1.2580899000167847, 0.22586706280708313, 'extension_heavy_vertical'
0.18245500326156616, 0.6673265099525452, 0.18256032466888428, 0.6673269867897034, 0.006200301926583052, 0.0007979315705597401, 0.5342870354652405, 0.06821103394031525, -0.521481990814209, -0.5240043997764587, -0.5254517197608948, -0.5262483954429626, 1.888195276260376, 1.888378381729126, 1.8889660835266113, 1.8897053003311157, 0.004687710199505091, 0.0007206101436167955, 0.005571095272898674, 0.000888223119545728, 0.005570358596742153, 0.0008773208828642964, 0.0, 0.0, 0.03528119996190071, 0.03528119996190071, 0.03528119996190071, 0.03528119996190071, -0.005551993381232023, -0.005551993381232023, -0.005551993381232023, -0.005551993381232023, 7.276957035064697, 5.402151107788086, 5.346312046051025, 7.292322635650635, 5.500533103942871, 5.366522312164307, 0.47314414381980896, 1.035676121711731, 0.46530428528785706, 'extension_heavy_vertical'
