max_mvc_ch1,max_mvc_ch2,minvc_ch1,minvc_ch2,max_acc_y,min_acc_y
5.851337801490497e-06,2.8128579203341647e-06,1.3901794270216952e-07,9.8214899015918e-08,9.238317658859645,-8.728932323910305
